customerID,Churn_Probability,Risk_Category
7587-RZNME,66.0,High Risk
0748-RDGGM,88.0,High Risk
8393-JMVMB,16.0,Low Risk
5019-GQVCR,63.0,High Risk
6036-TTFYU,20.0,Low Risk
2550-AEVRU,1.0,Low Risk
0969-RGKCU,2.0,Low Risk
0378-CJKPV,0.0,Low Risk
4706-AXVKM,77.0,High Risk
5889-JTMUL,90.0,High Risk
9026-RNUJS,74.0,High Risk
3746-EUBYR,85.0,High Risk
2332-EFBJY,27.0,Low Risk
2880-FPNAE,75.0,High Risk
1703-MGIAB,13.0,Low Risk
4311-QTTAI,2.0,Low Risk
9474-PHLYD,97.0,High Risk
4318-RAJVY,6.0,Low Risk
2165-VOEGB,91.0,High Risk
3612-YUNGG,0.0,Low Risk
2254-DLXRI,80.0,High Risk
5062-CJJKH,1.0,Low Risk
9028-LIHRP,0.0,Low Risk
2219-MVUSO,37.0,Medium Risk
1053-MXTTK,0.0,Low Risk
1530-ZTDOZ,2.0,Low Risk
1301-LOPVR,1.0,Low Risk
0853-TWRVK,0.0,Low Risk
8914-RBTSB,94.0,High Risk
6212-ATMLK,3.0,Low Risk
8200-LGKSR,0.0,Low Risk
1568-BEKZM,0.0,Low Risk
0670-ANMUU,0.0,Low Risk
6897-RWMUB,0.0,Low Risk
0963-ZBDRN,97.0,High Risk
7594-RQHXR,94.0,High Risk
6999-CHVCF,0.0,Low Risk
6134-KWTBV,0.0,Low Risk
1077-HUUJM,60.0,Medium Risk
6331-EWIEB,63.0,High Risk
0895-LNKRC,9.0,Low Risk
2045-BMBTJ,48.0,Medium Risk
8417-GSODA,3.0,Low Risk
5171-EPLKN,1.0,Low Risk
4452-QIIEB,30.0,Medium Risk
5998-VVEJY,64.0,High Risk
1624-NALOJ,81.0,High Risk
6741-EGCBI,57.99999999999999,Medium Risk
7820-ZYGNY,1.0,Low Risk
4317-VTEOA,56.00000000000001,Medium Risk
9677-AVKED,1.0,Low Risk
1670-SVOWZ,43.0,Medium Risk
2227-JRSJX,17.0,Low Risk
9847-HNVGP,3.0,Low Risk
6696-YDAYZ,1.0,Low Risk
8980-WQFWL,4.0,Low Risk
1730-ZMAME,56.00000000000001,Medium Risk
6506-EYCNH,12.0,Low Risk
4634-JLRJT,56.00000000000001,Medium Risk
9501-UKKNL,3.0,Low Risk
2560-QTSBS,1.0,Low Risk
7541-YLXCL,97.0,High Risk
4795-WRNVT,1.0,Low Risk
6080-TCMYC,36.0,Medium Risk
0260-ZDLGK,45.0,Medium Risk
7860-UXCRM,0.0,Low Risk
6357-JJPQT,53.0,Medium Risk
2292-XQWSV,2.0,Low Risk
9552-TGUZV,35.0,Medium Risk
5913-INRQV,2.0,Low Risk
8722-NGNBH,93.0,High Risk
6210-KBBPI,82.0,High Risk
9643-YBLUR,12.0,Low Risk
8734-FNWVH,9.0,Low Risk
9447-YPTBX,3.0,Low Risk
0133-BMFZO,70.0,High Risk
6128-CZOMY,76.0,High Risk
9540-JYROE,39.0,Medium Risk
9026-LHEVG,18.0,Low Risk
2260-USTRB,80.0,High Risk
3656-TKRVZ,96.0,High Risk
7011-CVEUC,5.0,Low Risk
6185-TASNN,71.0,High Risk
7925-PNRGI,1.0,Low Risk
8623-TMRBY,98.0,High Risk
1552-CZCLL,13.0,Low Risk
3038-PQIUY,2.0,Low Risk
1501-SGHBW,55.00000000000001,Medium Risk
9313-CDOGY,9.0,Low Risk
8148-BPLZQ,9.0,Low Risk
2623-DRYAM,1.0,Low Risk
9987-LUTYD,3.0,Low Risk
3208-YPIOE,46.0,Medium Risk
4488-KQFDT,79.0,High Risk
2612-RANWT,99.0,High Risk
5693-PIPCS,0.0,Low Risk
0491-KAPQG,56.00000000000001,Medium Risk
1925-LFCZZ,3.0,Low Risk
8039-EQPIM,0.0,Low Risk
6900-PXRMS,98.0,High Risk
8707-RMEZH,0.0,Low Risk
3346-BRMIS,33.0,Medium Risk
3209-ZPKFI,8.0,Low Risk
6479-VDGRK,0.0,Low Risk
9373-WSLOY,3.0,Low Risk
2933-FILNV,72.0,High Risk
3569-JFODW,0.0,Low Risk
9819-FBNSV,49.0,Medium Risk
9544-PYPSJ,0.0,Low Risk
1591-XWLGB,0.0,Low Risk
0396-UKGAI,12.0,Low Risk
3243-ZHOHY,2.0,Low Risk
5186-EJEGL,12.0,Low Risk
7527-QNRUS,3.0,Low Risk
9986-BONCE,17.0,Low Risk
2722-JMONI,72.0,High Risk
2203-GHNWN,16.0,Low Risk
3878-AVSOQ,84.0,High Risk
3258-SYSWS,0.0,Low Risk
5296-PSYVW,0.0,Low Risk
6319-QSUSR,13.0,Low Risk
4083-EUGRJ,15.0,Low Risk
7579-OOPEC,72.0,High Risk
0512-FLFDW,0.0,Low Risk
1771-OADNZ,94.0,High Risk
0487-CRLZF,0.0,Low Risk
2107-FBPTK,3.0,Low Risk
9451-WLYRI,7.000000000000001,Low Risk
8219-VYBVI,2.0,Low Risk
1991-VOPLL,14.000000000000002,Low Risk
9738-QLWTP,7.000000000000001,Low Risk
1016-DJTSV,49.0,Medium Risk
9419-IPPBE,1.0,Low Risk
0174-QRVVY,0.0,Low Risk
5699-BNCAS,0.0,Low Risk
2900-PHPLN,0.0,Low Risk
0612-RTZZA,85.0,High Risk
8106-GWQOK,1.0,Low Risk
8751-EDEKA,4.0,Low Risk
6878-GGDWG,7.000000000000001,Low Risk
4039-PIMHX,1.0,Low Risk
8450-LUGUK,7.000000000000001,Low Risk
3604-WLABM,27.0,Low Risk
0795-GMVQO,5.0,Low Risk
2259-OUUSZ,17.0,Low Risk
1142-IHLOO,3.0,Low Risk
6410-LEFEN,51.0,Medium Risk
4633-MKHYU,50.0,Medium Risk
6257-RJOHI,48.0,Medium Risk
1545-JFUML,0.0,Low Risk
3194-ORPIK,50.0,Medium Risk
7826-VVKWT,1.0,Low Risk
1353-GHZOS,10.0,Low Risk
2587-EKXTS,1.0,Low Risk
5442-BXVND,14.000000000000002,Low Risk
8816-VXNZD,91.0,High Risk
9378-FXTIZ,65.0,High Risk
1723-HKXJQ,100.0,High Risk
7825-GKXMW,68.0,High Risk
9753-OYLBX,35.0,Medium Risk
2364-UFROM,19.0,Low Risk
6656-JWRQX,56.00000000000001,Medium Risk
6473-ULUHT,9.0,Low Risk
1240-KNSEZ,57.99999999999999,Medium Risk
0836-SEYLU,51.0,Medium Risk
4433-JCGCG,96.0,High Risk
3716-BDVDB,93.0,High Risk
7688-AWMDX,0.0,Low Risk
2842-BCQGE,35.0,Medium Risk
7244-QWYHG,1.0,Low Risk
5899-MQZZL,60.0,Medium Risk
6849-OYAMU,31.0,Medium Risk
5312-UXESG,1.0,Low Risk
9488-HGMJH,84.0,High Risk
6038-GCYEC,83.0,High Risk
2150-WLKUW,2.0,Low Risk
7159-FVYPK,38.0,Medium Risk
7032-LMBHI,13.0,Low Risk
1150-WFARN,95.0,High Risk
6088-BXMRG,3.0,Low Risk
3144-AUDBS,63.0,High Risk
4821-SJHJV,7.000000000000001,Low Risk
7346-MEDWM,17.0,Low Risk
1137-DGOWI,1.0,Low Risk
5616-PRTNT,25.0,Low Risk
3812-LRZIR,3.0,Low Risk
4818-QIUFN,69.0,High Risk
9483-GCPWE,4.0,Low Risk
4227-OJHAL,0.0,Low Risk
9220-CXRSC,0.0,Low Risk
4993-JCRGJ,10.0,Low Risk
9537-JALFH,0.0,Low Risk
6698-OXETB,1.0,Low Risk
2103-ZRXFN,60.0,Medium Risk
3724-BSCVH,4.0,Low Risk
4877-TSOFF,0.0,Low Risk
9209-NWPGU,4.0,Low Risk
6961-VCPMC,56.99999999999999,Medium Risk
7306-YDSOI,0.0,Low Risk
5288-AHOUP,64.0,High Risk
6688-UZPWD,99.0,High Risk
0655-YDGFJ,5.0,Low Risk
8468-EHYJA,1.0,Low Risk
6823-SIDFQ,1.0,Low Risk
1097-FSPVW,5.0,Low Risk
2839-RFSQE,12.0,Low Risk
8328-SKJNO,16.0,Low Risk
7010-ZMVBF,7.000000000000001,Low Risk
5201-CBWYG,1.0,Low Risk
0968-GSIKN,85.0,High Risk
1965-DDBWU,52.0,Medium Risk
9057-SIHCH,99.0,High Risk
6352-GIGGQ,0.0,Low Risk
3635-QQRQD,1.0,Low Risk
6771-XWBDM,97.0,High Risk
2897-DOVND,72.0,High Risk
3082-YVEKW,1.0,Low Risk
0191-EQUUH,6.0,Low Risk
7134-HBPBS,0.0,Low Risk
3489-HHPFY,82.0,High Risk
2926-JEJJC,8.0,Low Risk
8601-QACRS,56.00000000000001,Medium Risk
4950-BDEUX,4.0,Low Risk
5789-LDFXO,8.0,Low Risk
0508-OOLTO,72.0,High Risk
2984-TBYKU,0.0,Low Risk
9822-WMWVG,1.0,Low Risk
2391-SOORI,45.0,Medium Risk
9040-KZVWO,4.0,Low Risk
2645-QTLMB,73.0,High Risk
4806-HIPDW,93.0,High Risk
1548-ARAGG,37.0,Medium Risk
6339-RZCBJ,0.0,Low Risk
4424-TKOPW,83.0,High Risk
4415-WNGVR,8.0,Low Risk
2522-AHJXR,0.0,Low Risk
0412-UCCNP,3.0,Low Risk
1816-FLZDK,39.0,Medium Risk
7096-UCLNH,52.0,Medium Risk
8443-ZRDBZ,87.0,High Risk
9136-ALYBR,75.0,High Risk
4615-PIVVU,1.0,Low Risk
8885-QSQBX,32.0,Medium Risk
7479-NITWS,76.0,High Risk
8617-ENBDS,56.99999999999999,Medium Risk
9385-NXKDA,0.0,Low Risk
0430-IHCDJ,50.0,Medium Risk
2959-MJHIC,80.0,High Risk
6674-KVJHG,5.0,Low Risk
1814-DKOLC,25.0,Low Risk
4201-JMNGR,79.0,High Risk
9351-HXDMR,28.000000000000004,Low Risk
3537-HPKQT,23.0,Low Risk
2129-ALKBS,16.0,Low Risk
5821-MMEIL,2.0,Low Risk
5960-WPXQM,94.0,High Risk
0684-AOSIH,82.0,High Risk
8260-NGFNY,39.0,Medium Risk
1309-XGFSN,1.0,Low Risk
1866-RZZQS,99.0,High Risk
6968-URWQU,5.0,Low Risk
4742-TXUEX,1.0,Low Risk
9631-XEYKE,62.0,High Risk
8631-NBHFZ,87.0,High Risk
1335-MXCSE,2.0,Low Risk
8873-TMKGR,1.0,Low Risk
8800-JOOCF,66.0,High Risk
1469-LBJQJ,0.0,Low Risk
4958-XCBDQ,99.0,High Risk
8337-UPOAQ,98.0,High Risk
0064-YIJGF,28.999999999999996,Low Risk
2386-OWURY,1.0,Low Risk
1725-IQNIY,70.0,High Risk
0310-VQXAM,23.0,Low Risk
6598-RFFVI,15.0,Low Risk
3453-RTHJQ,55.00000000000001,Medium Risk
6712-OAWRH,92.0,High Risk
6278-FEPBZ,12.0,Low Risk
4280-DLSHD,23.0,Low Risk
1508-DFXCU,64.0,High Risk
8614-VGMMV,60.0,Medium Risk
7868-BGSZA,2.0,Low Risk
2800-QQUSO,2.0,Low Risk
2930-UOTMB,83.0,High Risk
7973-DZRKH,0.0,Low Risk
5914-DVBWJ,69.0,High Risk
7698-YFGEZ,52.0,Medium Risk
2533-QVMSK,95.0,High Risk
9773-PEQBZ,41.0,Medium Risk
8644-XLFBW,82.0,High Risk
0650-BWOZN,46.0,Medium Risk
8625-AZYZY,97.0,High Risk
7785-RDVIG,22.0,Low Risk
9602-WCXPI,2.0,Low Risk
2903-YYTBW,59.0,Medium Risk
3620-MWJNE,43.0,Medium Risk
8573-JGCZW,6.0,Low Risk
6837-HAEVO,0.0,Low Risk
6701-YVNQG,0.0,Low Risk
9306-CPCBC,77.0,High Risk
4304-XUMGI,0.0,Low Risk
9504-YAZWB,4.0,Low Risk
8819-ZBYNA,0.0,Low Risk
6174-NRBTZ,3.0,Low Risk
9481-IEBZY,0.0,Low Risk
1833-VGRUM,85.0,High Risk
6137-NICCO,65.0,High Risk
9065-ZCPQX,0.0,Low Risk
6402-EJMWF,48.0,Medium Risk
3620-EHIMZ,2.0,Low Risk
3213-VVOLG,3.0,Low Risk
6870-ECSHE,5.0,Low Risk
8747-UDCOI,1.0,Low Risk
8374-XGEJJ,99.0,High Risk
2656-TABEH,92.0,High Risk
6946-LMSQS,81.0,High Risk
4626-OZDTJ,1.0,Low Risk
9169-BSVIN,24.0,Low Risk
2325-ZUSFD,93.0,High Risk
8194-PEEBY,1.0,Low Risk
6872-HXFNF,1.0,Low Risk
3932-CMDTD,98.0,High Risk
7714-YXSMB,8.0,Low Risk
8387-UGUSU,15.0,Low Risk
1080-BWSYE,0.0,Low Risk
4039-HEUNW,97.0,High Risk
1194-HVAIF,8.0,Low Risk
0812-WUPTB,89.0,High Risk
3594-UVONA,32.0,Medium Risk
0004-TLHLJ,74.0,High Risk
1767-TGTKO,49.0,Medium Risk
8439-LTUGF,9.0,Low Risk
8805-JNRAZ,32.0,Medium Risk
5089-IFSDP,60.0,Medium Risk
6418-HNFED,0.0,Low Risk
0206-OYVOC,2.0,Low Risk
7291-CDTMJ,21.0,Low Risk
7128-GGCNO,26.0,Low Risk
0237-YFUTL,1.0,Low Risk
7691-KGKGP,3.0,Low Risk
6710-HSJRD,0.0,Low Risk
3675-EQOZA,15.0,Low Risk
0840-DCNZE,0.0,Low Risk
1732-FEKLD,1.0,Low Risk
9862-KJTYK,15.0,Low Risk
0479-HMSWA,2.0,Low Risk
5854-KSRBJ,0.0,Low Risk
0365-BZUWY,89.0,High Risk
4817-VYYWS,99.0,High Risk
5701-SVCWR,27.0,Low Risk
3129-AAQOU,1.0,Low Risk
4922-CVPDX,1.0,Low Risk
1396-QWFBJ,55.00000000000001,Medium Risk
1357-BIJKI,1.0,Low Risk
1099-BTKWT,1.0,Low Risk
5299-SJCZT,94.0,High Risk
2018-PZKMU,49.0,Medium Risk
7340-KEFQE,1.0,Low Risk
4570-QHXHL,50.0,Medium Risk
2403-BCASL,99.0,High Risk
7392-YYPYJ,10.0,Low Risk
2898-LSJGD,91.0,High Risk
2223-GDSHL,0.0,Low Risk
7359-PTSXY,68.0,High Risk
9470-RTWDV,2.0,Low Risk
2176-OSJUV,0.0,Low Risk
9348-YVOMK,47.0,Medium Risk
8104-OSKWT,43.0,Medium Risk
4521-YEEHE,56.99999999999999,Medium Risk
4090-KPJIP,76.0,High Risk
3786-WOVKF,0.0,Low Risk
4503-BDXBD,28.000000000000004,Low Risk
6086-ESGRL,93.0,High Risk
2592-HODOV,2.0,Low Risk
3886-CERTZ,82.0,High Risk
7995-ZHHNZ,2.0,Low Risk
3824-RHKVR,8.0,Low Risk
5816-SCGFC,14.000000000000002,Low Risk
5989-AXPUC,0.0,Low Risk
4979-HPRFL,3.0,Low Risk
8590-OHDIW,1.0,Low Risk
8015-IHCGW,0.0,Low Risk
2332-TODQS,5.0,Low Risk
9278-VZKCD,1.0,Low Risk
8008-OTEZX,2.0,Low Risk
2773-OVBPK,0.0,Low Risk
5999-LCXAO,24.0,Low Risk
5206-XZZQI,10.0,Low Risk
4803-LBYPN,3.0,Low Risk
5759-RCVCB,55.00000000000001,Medium Risk
6372-RFVNS,94.0,High Risk
2139-FQHLM,6.0,Low Risk
8261-GWDBQ,0.0,Low Risk
1093-YSWCA,5.0,Low Risk
8938-UMKPI,85.0,High Risk
0991-BRRFB,42.0,Medium Risk
3882-IYOIJ,0.0,Low Risk
8749-TZYEC,0.0,Low Risk
1755-FZQEC,2.0,Low Risk
3115-JPJDD,2.0,Low Risk
5600-KTXFM,60.0,Medium Risk
3871-IKPYH,93.0,High Risk
6319-IEJWJ,98.0,High Risk
9025-AOMKI,99.0,High Risk
6339-TBELP,0.0,Low Risk
7964-YESJC,3.0,Low Risk
6173-GOLSU,1.0,Low Risk
5275-SQEIZ,91.0,High Risk
7716-YTYHG,41.0,Medium Risk
9938-ZREHM,2.0,Low Risk
7950-XWOVN,9.0,Low Risk
4390-KYULV,21.0,Low Risk
4647-MUZON,5.0,Low Risk
9702-AIUJO,5.0,Low Risk
8849-PRIQJ,0.0,Low Risk
8851-RAGOV,2.0,Low Risk
1304-NECVQ,92.0,High Risk
5396-IZEPB,14.000000000000002,Low Risk
1729-VLAZJ,1.0,Low Risk
8285-ABVLB,0.0,Low Risk
0701-TJSEF,10.0,Low Risk
5712-VBOXD,16.0,Low Risk
6629-LADHQ,23.0,Low Risk
8945-GRKHX,94.0,High Risk
1559-DTODC,23.0,Low Risk
4797-MIWUM,22.0,Low Risk
6959-UWKHF,67.0,High Risk
8720-RQSBJ,55.00000000000001,Medium Risk
4537-CIBHB,6.0,Low Risk
3815-SLMEF,26.0,Low Risk
5154-VEKBL,94.0,High Risk
4324-AHJKS,30.0,Medium Risk
4355-CVPVS,3.0,Low Risk
4495-LHSSK,7.000000000000001,Low Risk
5655-JSMZM,96.0,High Risk
5915-ANOEI,0.0,Low Risk
9861-PDSZP,0.0,Low Risk
4505-EXZHB,55.00000000000001,Medium Risk
7225-CBZPL,95.0,High Risk
6704-UTUKK,22.0,Low Risk
4587-VVTOX,88.0,High Risk
2019-HDCZY,0.0,Low Risk
4652-NNHNY,92.0,High Risk
8788-DOXSU,1.0,Low Risk
7404-JLKQG,55.00000000000001,Medium Risk
7421-ZLUPA,37.0,Medium Risk
8972-HJWNV,87.0,High Risk
3274-NSDWE,0.0,Low Risk
2632-IVXVF,0.0,Low Risk
3692-JHONH,0.0,Low Risk
8915-NNTRC,0.0,Low Risk
5914-GXMDA,1.0,Low Risk
7463-IFMQU,0.0,Low Risk
2920-RNCEZ,91.0,High Risk
2541-YGPKE,2.0,Low Risk
8515-OCTJS,12.0,Low Risk
5382-TEMLV,9.0,Low Risk
3441-CGZJH,88.0,High Risk
9592-ERDKV,1.0,Low Risk
2860-RANUS,57.99999999999999,Medium Risk
5261-QSHQM,71.0,High Risk
4778-IZARL,0.0,Low Risk
0432-CAJZV,43.0,Medium Risk
7008-LZVOZ,0.0,Low Risk
8868-WOZGU,97.0,High Risk
1200-TUZHR,83.0,High Risk
9365-CSLBQ,0.0,Low Risk
1334-FJSVR,73.0,High Risk
5884-FBCTL,0.0,Low Risk
7130-CTCUS,19.0,Low Risk
6242-FEGFD,0.0,Low Risk
7625-XCQRH,72.0,High Risk
6194-HBGQN,0.0,Low Risk
7634-WSWDB,30.0,Medium Risk
6986-IXNDM,31.0,Medium Risk
1731-TVIUK,82.0,High Risk
2987-BJXIK,0.0,Low Risk
9769-TSBZE,0.0,Low Risk
0406-BPDVR,97.0,High Risk
0618-XWMSS,32.0,Medium Risk
1395-WSWXR,1.0,Low Risk
6023-GSSXW,0.0,Low Risk
6752-APNJL,2.0,Low Risk
5276-KQWHG,75.0,High Risk
0420-HLGXF,2.0,Low Risk
7446-KQISO,0.0,Low Risk
9823-EALYC,0.0,Low Risk
0582-AVCLN,1.0,Low Risk
5803-NQJZO,0.0,Low Risk
2565-JSLRY,57.99999999999999,Medium Risk
2607-DHDAK,0.0,Low Risk
1073-XXCZD,4.0,Low Risk
0743-HRVFF,2.0,Low Risk
4006-HKYHO,0.0,Low Risk
3727-JEZTU,47.0,Medium Risk
8143-ETQTI,1.0,Low Risk
6689-KXGBO,39.0,Medium Risk
9667-TKTVZ,60.0,Medium Risk
3657-COGMW,1.0,Low Risk
8570-KLJYJ,1.0,Low Risk
7754-IXRMC,64.0,High Risk
9473-CBZOP,1.0,Low Risk
2969-WGHQO,3.0,Low Risk
6615-NGGZJ,99.0,High Risk
4334-HOWRP,0.0,Low Risk
4255-DDUOU,65.0,High Risk
5863-OOKCL,14.000000000000002,Low Risk
1686-STUHN,2.0,Low Risk
1329-VHWNP,42.0,Medium Risk
2984-MIIZL,75.0,High Risk
0266-GMEAO,0.0,Low Risk
5590-YRFJT,46.0,Medium Risk
5574-NXZIU,0.0,Low Risk
0019-GFNTW,1.0,Low Risk
4256-ZWTZI,50.0,Medium Risk
8309-PPCED,0.0,Low Risk
4098-NAUKP,6.0,Low Risk
5196-WPYOW,0.0,Low Risk
4608-LCIMN,33.0,Medium Risk
1485-YDHMM,0.0,Low Risk
4054-CUMIA,9.0,Low Risk
0603-TPMIB,1.0,Low Risk
2525-GVKQU,2.0,Low Risk
8161-QYMTT,87.0,High Risk
9581-GVBXT,0.0,Low Risk
5862-BRIXZ,1.0,Low Risk
5404-GGUKR,51.0,Medium Risk
3308-JSGML,0.0,Low Risk
2126-GSEGL,17.0,Low Risk
3677-TNKIO,57.99999999999999,Medium Risk
0440-QEXBZ,6.0,Low Risk
2434-EEVDB,0.0,Low Risk
6762-QVYJO,0.0,Low Risk
6199-IWKGC,2.0,Low Risk
2675-DHUTR,1.0,Low Risk
8152-VETUR,0.0,Low Risk
9667-EQRXU,84.0,High Risk
7446-YPODE,9.0,Low Risk
9522-BNTHX,4.0,Low Risk
4676-WLUHT,1.0,Low Risk
3329-WDIOK,70.0,High Risk
7980-MHFLQ,0.0,Low Risk
2873-ZLIWT,57.99999999999999,Medium Risk
3415-TAILE,43.0,Medium Risk
0757-WCUUZ,1.0,Low Risk
1629-DQQVB,15.0,Low Risk
1915-IOFGU,85.0,High Risk
3045-XETSH,98.0,High Risk
0374-AACSZ,28.999999999999996,Low Risk
7239-HZZCX,34.0,Medium Risk
4872-VXRIL,1.0,Low Risk
9140-CZQZZ,0.0,Low Risk
3423-HHXAO,5.0,Low Risk
9938-TKDGL,0.0,Low Risk
0531-ZZJWQ,18.0,Low Risk
6537-QLGEX,38.0,Medium Risk
2688-BHGOG,72.0,High Risk
7683-CBDKJ,94.0,High Risk
0946-CLJTI,98.0,High Risk
3160-TYXLT,2.0,Low Risk
1325-USMEC,0.0,Low Risk
0916-QOFDP,40.0,Medium Risk
0628-CNQRM,17.0,Low Risk
5606-AMZBO,44.0,Medium Risk
6199-IPCAO,3.0,Low Risk
7665-TOALD,93.0,High Risk
0112-QWPNC,68.0,High Risk
0324-BRPCJ,99.0,High Risk
2777-PHDEI,94.0,High Risk
5640-CAXOA,7.000000000000001,Low Risk
2235-EZAIK,0.0,Low Risk
3847-BAERP,10.0,Low Risk
1196-AMORA,69.0,High Risk
4282-YMKNA,76.0,High Risk
1453-RZFON,34.0,Medium Risk
8263-OKETD,7.000000000000001,Low Risk
0670-KDOMA,56.00000000000001,Medium Risk
2476-YGEFM,54.0,Medium Risk
8687-BAFGU,71.0,High Risk
0641-EVBOJ,28.000000000000004,Low Risk
0829-XXPLX,4.0,Low Risk
9974-JFBHQ,1.0,Low Risk
5356-RHIPP,57.99999999999999,Medium Risk
6624-JDRDS,19.0,Low Risk
0608-JDVEC,2.0,Low Risk
9780-FKVVF,10.0,Low Risk
1919-RTPQD,43.0,Medium Risk
5214-NLTIT,0.0,Low Risk
3345-PBBFH,24.0,Low Risk
5055-BRMNE,0.0,Low Risk
9189-JWSHV,97.0,High Risk
2190-PHBHR,0.0,Low Risk
2650-GYRYL,2.0,Low Risk
0746-JTRFU,82.0,High Risk
5208-FVQKB,0.0,Low Risk
7184-LRUUR,2.0,Low Risk
6627-CFOSN,0.0,Low Risk
3982-JGSFD,2.0,Low Risk
1574-DYCWE,2.0,Low Risk
7247-XOZPB,1.0,Low Risk
2466-FCCPT,2.0,Low Risk
6211-WWLTF,53.0,Medium Risk
4826-TZEVA,28.999999999999996,Low Risk
6016-NXBNJ,2.0,Low Risk
9138-EFSMO,10.0,Low Risk
0576-WNXXC,98.0,High Risk
4632-XJMEX,1.0,Low Risk
8910-LEDAG,33.0,Medium Risk
3452-GWUIN,22.0,Low Risk
2716-GFZOR,1.0,Low Risk
3724-UCSHY,22.0,Low Risk
8626-XHBIE,6.0,Low Risk
4628-CTTLA,92.0,High Risk
3192-LNKRK,11.0,Low Risk
4439-YRNVD,12.0,Low Risk
2876-VBBBL,56.00000000000001,Medium Risk
6834-NXDCA,72.0,High Risk
2208-UGTGR,1.0,Low Risk
3005-TYFRD,1.0,Low Risk
8670-MEFCP,0.0,Low Risk
3079-BCHLN,4.0,Low Risk
7777-UNYHB,14.000000000000002,Low Risk
5597-GLBUC,92.0,High Risk
7278-CKDNC,68.0,High Risk
2748-MYRVK,94.0,High Risk
8450-UYIBU,12.0,Low Risk
2969-VAPYH,0.0,Low Risk
4822-YCXMX,69.0,High Risk
7181-OQCUT,6.0,Low Risk
8474-UMLNT,8.0,Low Risk
9821-POOTN,74.0,High Risk
3836-FZSDJ,0.0,Low Risk
9142-XMYJH,4.0,Low Risk
6559-ILWKJ,64.0,High Risk
0187-QSXOE,50.0,Medium Risk
7733-UDMTP,4.0,Low Risk
2649-HWLYB,0.0,Low Risk
5214-CHIWJ,1.0,Low Risk
4229-CZMLL,74.0,High Risk
6904-JLBGY,0.0,Low Risk
2465-BLLEU,47.0,Medium Risk
1685-VAYJF,28.000000000000004,Low Risk
8874-EJNSR,2.0,Low Risk
6917-YACBP,1.0,Low Risk
5049-MUBWG,2.0,Low Risk
4223-WOZCM,68.0,High Risk
0769-MURVM,0.0,Low Risk
9253-VIFJQ,1.0,Low Risk
7030-FZTFM,0.0,Low Risk
9741-YLNTD,75.0,High Risk
5917-RYRMG,1.0,Low Risk
5120-ZBLAI,1.0,Low Risk
1194-BHJYC,0.0,Low Risk
3663-MITLP,56.99999999999999,Medium Risk
0906-QVPMS,0.0,Low Risk
9025-ZRPVR,30.0,Medium Risk
1905-OEILC,28.000000000000004,Low Risk
7858-GTZSP,74.0,High Risk
3285-UCQVC,36.0,Medium Risk
6248-BSHKG,2.0,Low Risk
4685-TFLLS,3.0,Low Risk
3470-BTGQO,9.0,Low Risk
1209-VFFOC,0.0,Low Risk
8224-DWCKX,57.99999999999999,Medium Risk
5482-PLVPE,84.0,High Risk
4553-DVPZG,1.0,Low Risk
4902-OHLSK,99.0,High Risk
6917-IAYHD,45.0,Medium Risk
0495-ZBNGW,90.0,High Risk
8620-RJPZN,53.0,Medium Risk
7572-KPVKK,0.0,Low Risk
2642-MAWLJ,1.0,Low Risk
2357-COQEK,96.0,High Risk
7103-ZGVNT,0.0,Low Risk
3737-GCSPV,97.0,High Risk
2027-WKXMW,0.0,Low Risk
7137-NAXML,3.0,Low Risk
2428-ZMCTB,13.0,Low Risk
2961-VNFKL,0.0,Low Risk
1768-HNVGJ,9.0,Low Risk
6963-KQYQB,0.0,Low Risk
5934-RMPOV,57.99999999999999,Medium Risk
1207-BLKSA,1.0,Low Risk
4088-YLDSU,74.0,High Risk
8316-BBQAY,0.0,Low Risk
1166-PQLGG,0.0,Low Risk
3146-JTQHR,10.0,Low Risk
4291-YZODP,3.0,Low Risk
4395-PZMSN,74.0,High Risk
6427-FEFIG,1.0,Low Risk
0017-IUDMW,0.0,Low Risk
8706-HRADD,35.0,Medium Risk
9955-QOPOY,0.0,Low Risk
4385-ZKVNW,9.0,Low Risk
5446-DKWYW,2.0,Low Risk
2034-CGRHZ,97.0,High Risk
5797-APWZC,89.0,High Risk
3683-QKIUE,48.0,Medium Risk
4228-ZGYUW,99.0,High Risk
9031-ZVQPT,0.0,Low Risk
2990-IAJSV,0.0,Low Risk
8107-KNCIM,76.0,High Risk
9027-YFHQJ,19.0,Low Risk
5176-LDKUH,11.0,Low Risk
4644-OBGFZ,7.000000000000001,Low Risk
7926-IJOOU,22.0,Low Risk
6480-YAGIY,0.0,Low Risk
4029-HPFVY,51.0,Medium Risk
7602-DBTOU,0.0,Low Risk
5345-BMKWB,18.0,Low Risk
3519-ZKXGG,79.0,High Risk
5457-COLHT,0.0,Low Risk
6416-TVAIH,93.0,High Risk
5451-YHYPW,0.0,Low Risk
5108-ADXWO,48.0,Medium Risk
7998-WNZEM,0.0,Low Risk
3066-RRJIO,91.0,High Risk
4664-NJCMS,0.0,Low Risk
0307-BCOPK,3.0,Low Risk
7629-WFGLW,0.0,Low Risk
2542-HYGIQ,19.0,Low Risk
6715-OFDBP,65.0,High Risk
5016-LIPDW,15.0,Low Risk
6481-LXPWL,3.0,Low Risk
1567-DSCIC,99.0,High Risk
2150-UWTFY,94.0,High Risk
